Imagen|Tipos de Daño|Piezas del Vehículo|Sugerencia|
1542.jpg|Rotura|Faros izquierdo|Reemplazar|
1543.jpg|Fractura|Parabrisas delantero|Reemplazar|
1544.jpg|Rotura|Parabrisas delantero|Reemplazar|
1545.jpg|Fractura|Parabrisas delantero|Reemplazar|
1546.jpg|Fractura|Parachoques delantero|Reparar|
1547.jpg|Desprendimiento|Rueda |Reemplazar|
1547.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1548.jpg|Rayón|Parachoques delantero|Reparar|
1548.jpg|Rotura|Faros izquierdo|Reemplazar|
1549.jpg|Fractura|Parabrisas delantero|Reemplazar|
1550.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1550.jpg|Abolladura|Puerta delantera derecha|Reparar|
1550.jpg|Abolladura|Puerta trasera derecha|Reparar|
1550.jpg|Abolladura|Marco de las puertas|Reparar|
1550.jpg|Desprendimiento|Espejo lateral derecho|Reemplazar|
1551.jpg|Rayón|Parachoques trasero|Reparar|
1552.jpg|Deformación|Parachoques trasero|Reparar|
1552.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1552.jpg|Rotura|Luz trasera derecho|Reemplazar|
1552.jpg|Rotura|Luz indicadora trasera derecha|Reemplazar|
1552.jpg|Abolladura|Maletero|Reparar|
1553.jpg|Rayón|Parachoques trasero|Reparar|
1553.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1554.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1555.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1555.jpg|Rotura|Luz indicadora trasera izquierda|Reemplazar|
1555.jpg|Abolladura|Parachoques trasero|Reparar|
1556.jpg|Fractura|Parachoques delantero|Reparar|
1557.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1557.jpg|Desprendimiento|Moldura puerta trasera izquierda|Reemplazar|
1557.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1557.jpg|Desprendimiento|Moldura puerta delantera izquierda|Reemplazar|
1557.jpg|Desprendimiento|Manija izquierda|Reemplazar|
1557.jpg|Abolladura|Marco de las puertas|Reparar|
1558.jpg|Fractura|Parachoques delantero|Reparar|
1558.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1558.jpg|Fractura|Faros derecho|Reemplazar|
1558.jpg|Desprendimiento|Espejo lateral derecho|Reemplazar|
1558.jpg|Fractura|Antiniebla delantero derecho|Reemplazar|
1559.jpg|Abolladura|Parachoques delantero|Reparar|
1559.jpg|Deformación|Guardabarros delantero izquierdo |Reemplazar|
1559.jpg|Rotura|Faros izquierdo|Reemplazar|
1559.jpg|Fractura|Luz indicadora delantera izquierda|Reemplazar|
1560.jpg|Desprendimiento|Parachoques trasero|Reparar|
1561.jpg|Abolladura|Parachoques trasero|Reparar|
1561.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1562.jpg|Rayón|Parachoques trasero|Reparar|
1563.jpg|Fractura|Parabrisas delantero|Reemplazar|
1564.jpg|Rotura|Parabrisas trasero|Reemplazar|
1564.jpg|Fractura|Maletero|Reparar|
1565.jpg|Abolladura|Parachoques trasero|Reparar|
1566.jpg|Rayón|Puerta delantera derecha|Reparar|
1566.jpg|Rayón|Puerta trasera derecha|Reparar|
1566.jpg|Rayón|Marco de las puertas|Reparar|
1567.jpg|Abolladura|Parachoques trasero|Reparar|
1568.jpg|Fractura|Parabrisas delantero|Reemplazar|
1569.jpg|Rayón|Parachoques trasero|Reparar|
1570.jpg|Rotura|Parabrisas delantero|Reemplazar|
1570.jpg|Desprendimiento|Espejo lateral izquierdo|Reemplazar|
1571.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1572.jpg|Rayón|Puerta delantera izquierda|Reparar|
1573.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1573.jpg|Abolladura|Parachoques trasero|Reparar|
1573.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1573.jpg|Fractura|Luz indicadora trasera izquierda|Reemplazar|
1574.jpg|Rayón|Parachoques trasero|Reparar|
1575.jpg|Rotura|Rueda |Reparar|
1576.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1576.jpg|Rayón|Parachoques delantero|Reparar|
1577.jpg|Rotura|Faros izquierdo|Reemplazar|
1577.jpg|Fractura|Parachoques delantero|Reparar|
1578.jpg|Abolladura|Puerta trasera derecha|Reparar|
1579.jpg|Fractura|Parachoques delantero|Reparar|
1580.jpg|Rayón|Parachoques delantero|Reparar|
1580.jpg|Rotura|Faros izquierdo|Reemplazar|
1581.jpg|Fractura|Parabrisas delantero|Reemplazar|
1582.jpg|Abolladura|Maletero|Reparar|
1582.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1582.jpg|Fractura|Parachoques trasero|Reparar|
1583.jpg|Rayón|Puerta trasera izquierda|Reparar|
1583.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1584.jpg|Rotura|Rueda |Reparar|
1584.jpg|Rayón|Guardabarros trasero derecho|Reparar|
1585.jpg|Fractura|Puerta trasera derecha|Reparar|
1586.jpg|Rayón|Parachoques trasero|Reparar|
1587.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1587.jpg|Rotura|Luz indicadora trasera izquierda|Reemplazar|
1588.jpg|Abolladura|Parachoques trasero|Reparar|
1588.jpg|Fractura|Luz trasera derecho|Reemplazar|
1588.jpg|Fractura|Luz indicadora trasera derecha|Reemplazar|
1589.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1589.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1589.jpg|Rotura|Luz indicadora trasera izquierda|Reemplazar|
1590.jpg|Rayón|Parachoques trasero|Reparar|
1591.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1592.jpg|Rayón|Parachoques trasero|Reparar|
1593.jpg|Rayón|Parachoques delantero|Reparar|
1594.jpg|Fractura|Parachoques delantero|Reparar|
1595.jpg|Abolladura|Puerta delantera derecha|Reparar|
1595.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1595.jpg|Fractura|Espejo lateral derecho|Reemplazar|
1596.jpg|Rayón|Parachoques delantero|Reparar|
1596.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1597.jpg|Abolladura|Parachoques delantero|Reparar|
1597.jpg|Rotura|Rueda |Reparar|
1597.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1598.jpg|Abolladura|Parachoques trasero|Reparar|
1599.jpg|Rayón|Puerta delantera derecha|Reparar|
1600.jpg|Abolladura|Puerta trasera derecha|Reparar|
1601.jpg|Rotura|Faros derecho|Reemplazar|Derecha Frente
1601.jpg|Desprendimiento|Parachoques delantero|Reparar|Derecha Frente
1601.jpg|Rotura|Luz indicadora delantera derecha|Reemplazar|Derecha Frente
1602.jpg|Abolladura|Puerta delantera derecha|Reparar|Derecha
1602.jpg|Rayón|Puerta trasera derecha|Reparar|Derecha
1602.jpg|Desprendimiento|Manija derecha|Reemplazar|Derecha
1603.jpg|Fractura|Parachoques delantero|Reparar|Delantero Izquierdo
1603.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|Delantero Izquierdo
1603.jpg|Rotura|Faros izquierdo|Reemplazar|Delantero Izquierdo
1603.jpg|Rotura|Luz indicadora delantera izquierda|Reemplazar|Delantero Izquierdo
1604.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|Izquierda 
1604.jpg|Rayón|Puerta trasera izquierda|Reparar|Izquierda 
1605.jpg|Desprendimiento|Parachoques trasero|Reemplazar|Trasero Izquierdo
1605.jpg|Rotura|Luz trasera izquierdo|Reemplazar|Trasero Izquierdo
1605.jpg|Rotura|Luz indicadora trasera izquierda|Reemplazar|Trasero Izquierdo
1605.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|Trasero Izquierdo
1606.jpg|Rotura|Rueda |Reparar|Izquierda Frente
1607.jpg|Fractura|Parabrisas delantero|Reemplazar|Delantero
1608.jpg|Rotura|Rueda |Reparar|Derecha Frente
1609.jpg|Deformación|Guardabarros delantero izquierdo |Reparar|Izquierda Frente
1609.jpg|Rayón|Parachoques delantero|Reparar|Izquierda Frente
1609.jpg|Rotura|Faros izquierdo|Reemplazar|Izquierda Frente
1610.jpg|Fractura|Ventana delantera derecha|Reemplazar|Derecha
1611.jpg|Deformación|Parachoques trasero|Reparar|Trasero Izquierdo
1611.jpg|Rotura|Luz indicadora trasera izquierda|Reemplazar|Trasero Izquierdo
1611.jpg|Abolladura|Maletero|Reparar|Trasero Izquierdo
1612.jpg|Abolladura|Puerta delantera derecha|Reparar|Derecha
1612.jpg|Abolladura|Puerta trasera derecha|Reparar|Derecha
1613.jpg|Rayón|Parachoques delantero|Reparar|Delantero
1614.jpg|Rotura|Luz trasera izquierdo|Reemplazar|Trasero Izquierdo
1614.jpg|Abolladura|Parachoques trasero|Reparar|Trasero Izquierdo
1614.jpg|Rotura|Luz indicadora trasera izquierda|Reemplazar|Trasero Izquierdo
1615.jpg|Rotura|Faros izquierdo|Reemplazar|Delantero Izquierdo
1615.jpg|Desprendimiento|Parachoques delantero|Reemplazar|Delantero Izquierdo
1615.jpg|Abolladura|Capó |Reparar|Delantero Izquierdo
1615.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|Delantero Izquierdo
1615.jpg|Rayón|Luz indicadora delantera izquierda|Reemplazar|Delantero Izquierdo
1616.jpg|Fractura|Parachoques delantero|Reparar|Delantero Derecha
1616.jpg|Fractura|Antiniebla delantero derecho|Reemplazar|Delantero Derecha
1617.jpg|Abolladura|Guardabarros trasero derecho|Reparar|Derecha Trasera
1618.jpg|Rayón|Parachoques delantero|Reparar|Izquierda Frente
1619.jpg|Rotura|Rueda |Reparar|Izquierda 
1620.jpg|Fractura|Parachoques trasero|Reparar|Trasero Izquierdo
1620.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|Trasero Izquierdo
1621.jpg|Abolladura|Puerta trasera derecha|Reparar|Derecha
1621.jpg|Abolladura|Guardabarros trasero derecho|Reparar|Derecha
1622.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|Izquierda Trasera
1623.jpg|Desprendimiento|Parachoques trasero|Reparar|Trasero Derecha
1624.jpg|Fractura|Faros derecho|Reemplazar|Derecha Frente
1624.jpg|Abolladura|Parachoques delantero|Reparar|Derecha Frente
1624.jpg|Rayón|Guardabarros delantero derecho |Reparar|Derecha Frente
1625.jpg|Rayón|Guardabarros delantero derecho |Reparar|Derecha
1625.jpg|Rayón|Puerta delantera derecha|Reparar|Derecha
1626.jpg|Rotura|Parachoques delantero|Reparar|Delantero Izquierdo
1627.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|Izquierda 
1628.jpg|Rayón|Parachoques delantero|Reparar|Izquierda Frente
1628.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|Izquierda Frente
1629.jpg|Rotura|Rueda |Reparar|Izquierda 
1630.jpg|Rotura|Luz trasera izquierdo|Reemplazar|Izquierda Trasera
1630.jpg|Rayón|Parachoques trasero|Reparar|Izquierda Trasera
1631.jpg|Rotura|Parabrisas trasero|Reemplazar|Trasero
1632.jpg|Abolladura|Parachoques trasero|Reparar|Trasero
1633.jpg|Rayón|Parachoques delantero|Reparar|Delantero Derecha
1634.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|Izquierda 
1634.jpg|Rayón|Parachoques trasero|Reparar|Izquierda 
1635.jpg|Abolladura|Puerta delantera derecha|Reparar|Derecha
1635.jpg|Abolladura|Puerta trasera derecha|Reparar|Derecha
1636.jpg|Fractura|Parachoques trasero|Reemplazar|Trasero Izquierdo
1637.jpg|Abolladura|Maletero|Reparar|Trasero
1638.jpg|Rayón|Parachoques trasero|Reparar|Izquierda Trasera
1639.jpg|Rayón|Puerta trasera izquierda|Reparar|Izquierda 
1639.jpg|Rayón|Puerta delantera izquierda|Reparar|Izquierda 
1640.jpg|Rayón|Puerta trasera izquierda|Reparar|Izquierda 
1641.jpg|Desprendimiento|Parachoques delantero|Reparar|Delantero Derecha
1641.jpg|Fractura|Antiniebla delantero derecho|Reparar|Delantero Derecha
1642.jpg|Rayón|Guardabarros trasero derecho|Reparar|Derecha
1642.jpg|Rayón|Puerta trasera derecha|Reparar|Derecha
1643.jpg|Abolladura|Maletero|Reparar|Trasero
1644.jpg|Rayón|Guardabarros trasero derecho|Reparar|Derecha
1645.jpg|Rayón|Parachoques trasero|Reparar|Izquierda Trasera
1645.jpg|Fractura|Luz indicadora trasera izquierda|Reemplazar|Izquierda Trasera
1646.jpg|Abolladura|Parachoques delantero|Reparar|Delantero Izquierdo
1646.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|Delantero Izquierdo
1647.jpg|Rayón|Parachoques delantero|Reparar|Derecha Frente
1647.jpg|Rayón|Guardabarros delantero derecho |Reparar|Derecha Frente
1648.jpg|Rayón|Parachoques trasero|Reparar|Izquierda Trasera
1649.jpg|Rayón|Parachoques trasero|Reparar|Trasero Izquierdo
1649.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|Trasero Izquierdo
1650.jpg|Rayón|Parachoques delantero|Reparar|Delantero Derecha
1651.jpg|Fractura|Parachoques delantero|Reparar|Derecha Frente
1652.jpg|Abolladura|Puerta delantera derecha|Reparar|Derecha
1652.jpg|Abolladura|Puerta trasera derecha|Reparar|Derecha
1653.jpg|Rotura|Parabrisas delantero|Reemplazar|Delantero
1653.jpg|Abolladura|Capó |Reparar|Delantero
1653.jpg|Desprendimiento|Parachoques delantero|Reparar|Delantero
1653.jpg|Abolladura|Techo |Reparar|Delantero
1653.jpg|Abolladura|Guardabarros delantero derecho |Reparar|Delantero
1653.jpg|Desprendimiento|Espejo lateral derecho|Reemplazar|Delantero
1653.jpg|Abolladura|Puerta delantera derecha|Reparar|Delantero
1653.jpg|Rotura|Faros derecho|Reemplazar|Delantero
1653.jpg|Rotura|Luz indicadora delantera derecha|Reemplazar|Delantero
1654.jpg|Rayón|Puerta delantera derecha|Reparar|Derecha
1654.jpg|Rayón|Puerta trasera derecha|Reparar|Derecha
1655.jpg|Rotura|Faros izquierdo|Reemplazar|Delantero Izquierdo
1655.jpg|Rayón|Parachoques delantero|Reparar|Delantero Izquierdo
1656.jpg|Rayón|Puerta delantera izquierda|Reparar|Izquierda 
1657.jpg|Rayón|Parachoques delantero|Reparar|Izquierda Frente
1658.jpg|Fractura|Puerta trasera derecha|Reparar|Derecha
1659.jpg|Fractura|Parachoques delantero|Reparar|Delantero Izquierdo
1659.jpg|Rotura|Faros izquierdo|Reemplazar|Delantero Izquierdo
1659.jpg|Desprendimiento|Rejilla, parrilla|Reemplazar|Delantero Izquierdo
1659.jpg|Abolladura|Capó |Reparar|Delantero Izquierdo
1659.jpg|Rotura|Antiniebla delantero izquierdo|Reemplazar|Delantero Izquierdo
1660.jpg|Fractura|Parabrisas delantero|Reemplazar|Izquierda Frente
1660.jpg|Abolladura|Techo |Reparar|Izquierda Frente
1660.jpg|Desprendimiento|Espejo lateral izquierdo|Reemplazar|Izquierda Frente
1661.jpg|Abolladura|Guardabarros trasero derecho|Reparar|Izquierda Trasera
1661.jpg|Rayón|Parachoques trasero|Reparar|Izquierda Trasera
1662.jpg|Fractura|Parabrisas delantero|Reemplazar|Delantero
1663.jpg|Rayón|Parachoques trasero|Reparar|Trasero Derecha
1664.jpg|Fractura|Parabrisas delantero|Reemplazar|Delantero
1664.jpg|Abolladura|Techo |Reparar|Delantero
1665.jpg|Fractura|Parabrisas delantero|Reemplazar|Delantero
1666.jpg|Rayón|Parachoques delantero|Reparar|Derecha Frente
1667.jpg|Rotura|Rueda |Reparar|Derecha
1668.jpg|Rayón|Guardabarros trasero derecho|Reparar|Derecha Trasera
1669.jpg|Abolladura|Parachoques trasero|Reparar|Trasero Derecha
1670.jpg|Rayón|Parachoques trasero|Reparar|Trasero Izquierdo
1671.jpg|Rayón|Parachoques trasero|Reparar|Trasero Derecha
1672.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|Izquierda 
1672.jpg|Rayón|Puerta trasera izquierda|Reparar|Izquierda 
1673.jpg|Rayón|Parachoques delantero|Reparar|Delantero Izquierdo
1674.jpg|Abolladura|Guardabarros trasero derecho|Reparar|Derecha
1675.jpg|Rotura|Ventana delantera izquierda|Reparar|Izquierda 
1676.jpg|Fractura|Parabrisas delantero|Reemplazar|Delantero
1677.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|Izquierda Frente
1677.jpg|Rayón|Parachoques delantero|Reparar|Izquierda Frente
1678.jpg|Deformación|Guardabarros delantero derecho |Reparar|Derecha
1679.jpg|Rayón|Puerta delantera derecha|Reparar|Derecha
1680.jpg|Abolladura|Guardabarros delantero derecho |Reparar|Derecha
1681.jpg|Abolladura|Parachoques trasero|Reparar|Delantero
1681.jpg|Rotura|Luz trasera izquierdo|Reemplazar|Delantero
1682.jpg|Rayón|Puerta delantera izquierda|Reparar|Izquierda 
1682.jpg|Rayón|Puerta trasera izquierda|Reparar|Izquierda 
1683.jpg|Rotura|Luz trasera derecho|Reemplazar|Trasero Derecha
1683.jpg|Rotura|Luz indicadora trasera derecha|Reemplazar|Trasero Derecha
1683.jpg|Abolladura|Guardabarros trasero derecho|Reparar|Trasero Derecha
1684.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|Izquierda 
1684.jpg|Desprendimiento|Espejo lateral izquierdo|Reemplazar|Izquierda 
1684.jpg|Abolladura|Puerta delantera izquierda|Reparar|Izquierda 
1684.jpg|Abolladura|Puerta trasera izquierda|Reparar|Izquierda 
1684.jpg|Rotura|Ventana delantera izquierda|Reemplazar|Izquierda 
1684.jpg|Rotura|Ventana trasera izquierda|Reemplazar|Izquierda 
1685.jpg|Abolladura|Puerta delantera derecha|Reparar|Derecha
1685.jpg|Abolladura|Tapa de combustible |Reparar|Derecha
1685.jpg|Abolladura|Guardabarros trasero derecho|Reparar|Derecha
1686.jpg|Rayón|Parachoques delantero|Reparar|Delantero Izquierdo
1687.jpg|Rayón|Parachoques trasero|Reparar|Derecha Trasera
1687.jpg|Rayón|Guardabarros trasero derecho|Reparar|Derecha Trasera
1688.jpg|Abolladura|Puerta delantera derecha|Reparar|Derecha
1688.jpg|Abolladura|Puerta trasera derecha|Reparar|Derecha
1689.jpg|Fractura|Parachoques delantero|Reparar|Delantero Derecha
1690.jpg|Abolladura|Puerta delantera derecha|Reparar|Derecha
1690.jpg|Desprendimiento|Moldura puerta delantera derecha|Reemplazar|Derecha
1691.jpg|Fractura|Parabrisas delantero|Reemplazar|Derecha
1692.jpg|Rotura|Parabrisas trasero|Reemplazar|Trasero
1693.jpg|Abolladura|Parachoques trasero|Reparar|Trasero Izquierdo
1694.jpg|Abolladura|Parachoques trasero|Reparar|Trasero
1694.jpg|Abolladura|Maletero|Reparar|Trasero
1695.jpg|Rotura|Faros izquierdo|Reemplazar|Delantero Izquierdo
1695.jpg|Rotura|Luz indicadora delantera izquierda|Reemplazar|Delantero Izquierdo
1695.jpg|Rotura|Parachoques delantero|Reemplazar|Delantero Izquierdo
1696.jpg|Desprendimiento|Parachoques delantero|Reparar|Izquierda Frente
1697.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|Izquierda 
1697.jpg|Abolladura|Puerta delantera izquierda|Reparar|Izquierda 
1697.jpg|Abolladura|Marco de las puertas|Reparar|Izquierda 
1698.jpg|Rotura|Faros derecho|Reemplazar|Delantero Derecha
1698.jpg|Rotura|Luz indicadora delantera derecha|Reemplazar|Delantero Derecha
1698.jpg|Rotura|Parachoques delantero|Reemplazar|Delantero Derecha
1698.jpg|Abolladura|Capó |Reparar|Delantero Derecha
1698.jpg|Abolladura|Guardabarros delantero derecho |Reparar|Delantero Derecha
1699.jpg|Abolladura|Puerta trasera derecha|Reparar|Derecha
1699.jpg|Desprendimiento|Moldura puerta trasera derecha|Reemplazar|Derecha
1699.jpg|Abolladura|Puerta delantera derecha|Reparar|Derecha
1700.jpg|Abolladura|Puerta trasera izquierda|Reparar|Izquierda 
